substance_name,jrc_id,topcategory,endpointcategory,endpoint,value_numeric,unit,text_value,reference,source_type,provenance_note
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,% OF ALVEOLAR EOSINOPHILS,2.357,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,% OF ALVEOLAR LYMPHOCYTES,3.0,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR MACROPHAGES IN BAL,56254.857,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR NEUTROPHILS IN BAL,2368.214,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR EOSINOPHILS IN BAL,2163.357,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR LYMPHOCYTES IN BAL,2586.286,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,% OF ALVEOLAR MACROPHAGES,93.286,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,% OF ALVEOLAR NEUTROPHILS,1.429,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,% OF ALVEOLAR LYMPHOCYTES,0.357,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR MACROPHAGES IN BAL,75332.786,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR NEUTROPHILS IN BAL,1065.357,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR EOSINOPHILS IN BAL,65.357,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,NUMBER OF TOTAL ALVEOLAR LYMPHOCYTES IN BAL,230.786,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.386,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.829,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.586,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.686,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.371,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.914,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.757,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.043,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.3,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.814,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.529,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.557,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.186,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.129,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.986,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.243,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.489,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.067,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.014,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.517,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.489,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.514,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.4,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.767,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.489,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.733,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,8.386,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.82,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.489,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.457,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.257,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.971,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,6.643,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.914,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,9.614,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.386,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.429,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,4.029,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.66,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.533,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,2.871,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.246,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,5.3,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,7.283,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,8.05,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,TOX,TO_REPEATED_ORAL_SECTION,DNA STRAND BREAKS,3.68,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
